affection.n 8 :: disposition ; maladie ; occasion ; dernier ; institution ; considération ; affectation ; époque ; extrémité ; opération
montée.n 189 :: vie ; lecture ; visite ; randonnée ; descente ; conduite ; promenade ; cueillette ; croissance ; socialisation
montée.n 194 :: législation ; société ; détention ; disponibilité ; progression ; formation ; promotion ; technologie ; suspension ; famille
montée.n 250 :: suite ; descente ; veille ; plupart ; peau ; dernier ; chute ; long ; vie ; fois
montée.n 285 :: accession ; ascension ; participation ; tendance ; succession ; réaction ; naissance ; constitution ; élévation ; conversion
obscur.a 22 :: confus ; incompréhensible ; étrange ; mystérieux ; bizarre ; absurde ; stupide ; paradoxal ; ambigu ; fou
obscur.a 43 :: sombre ; mystérieux ; discret ; cacher ; secret ; souterrain ; nocturne ; invisible ; silencieux ; noir
obscur.a 61 :: sombre ; opposer ; gauche ; ennemi ; américain ; dominer ; adverse ; rebelle ; coté ; ordre
obscur.a 74 :: sombre ; déserte ; profond ; incertain ; ignorer ; froid ; cacher ; noir ; muet ; vert
obscur.a 95 :: discret ; petit ; sombre ; mystérieux ; grand ; puissant ; honteux ; invisible ; inconnu ; noble
obscur.a 165 :: limité ; important ; opaque ; faible ; gratuit ; flou ; réel ; logique ; énorme ; étonnant
obscur.a 247 :: abstraire ; inutile ; hermétique ; étranger ; impuissant ; incompréhensible ; mou ; froid ; aride ; occulte
obscur.a 255 :: mystérieux ; sombre ; secret ; incertain ; énigmatique ; cacher ; étrange ; flou ; mystère ; opaque
obscur.a 284 :: confus ; convaincant ; mystérieux ; illisible ; hermétique ; incompréhensible ; douteux ; intéressant ; opaque ; limpide
obscur.a 295 :: sombre ; inconnu ; nocturne ; opaque ; noir ; glacé ; confus ; innombrable ; dernier ; bleu
riche.a 31 :: haut ; magnifique ; formidable ; vrai ; important ; réel ; grand ; bon ; enrichissant ; fabuleux
riche.a 46 :: charger ; diversifier ; enrichissant ; complexe ; développer ; prolifique ; intense ; dense ; intéressant ; marquer
riche.a 49 :: enrichir ; complexe ; enrichissant ; dense ; vivant ; développer ; fort ; large ; diversifier ; charger
riche.a 102 :: fortuné ; heureux ; privilégier ; milliardaire ; pauvre ; enrichi ; prince ; grand ; malade ; célèbre
riche.a 118 :: pauvre ; développer ; industrialisé ; créancier ; faible ; concerner ; producteur ; donateur ; aisé ; pays
riche.a 209 :: charger ; enrichir ; haut ; fournir ; pauvre ; régulier ; nourrir ; généreux ; équilibré ; consister
riche.a 222 :: grand ; bel ; bon ; ancien ; vieux ; important ; petit ; fort ; puissant ; vrai
riche.a 293 :: enrichir ; charger ; fort ; nourrir ; complexe ; teneur ; dense ; profond ; généreux ; développer
riche.a 294 :: enrichir ; fort ; fécond ; charger ; enrichissant ; source ; lumineux ; entier ; complexe ; bel
riche.a 296 :: déjà ; largement ; extrêmement ; pauvre ; affiche ; incroyablement ; devenir ; bel ; vite ; clairement
taper.v 28 :: tape ; tas ; bouffe ; gros ; plein ; kick ; tirer ; shooter ; chie ; tire
taper.v 34 :: boxe ; frappe ; travailler ; commencer ; regarde ; progresser ; composer ; test ; cale ; rentrer
taper.v 76 :: donne ; donner ; réserve ; proposer ; laisse ; passer ; paie ; classe ; permettre ; nommer
taper.v 82 :: cogne ; colle ; battre ; payer ; vouloir ; trouver ; balance ; prendre ; fiche ; greffe
taper.v 83 :: savoir ; venir ; continuer ; marque ; présente ; connaître ; répondre ; comprendre ; touche ; oublier
taper.v 182 :: dicter ; donne ; place ; pose ; frappe ; cher ; composer ; joue ; apprendre ; écrire
taper.v 221 :: frappe ; casser ; taire ; piqu ; voir ; audit ; cible ; tas ; attaque ; observer
taper.v 237 :: passer ; code ; utiliser ; recharge ; trouver ; gratuit ; compte ; commande ; donne ; connexion
taper.v 249 :: danse ; frappe ; donne ; marche ; fond ; appuyer ; camper ; colle ; file ; touche
taper.v 259 :: noter ; saisir ; utiliser ; voir ; inscrire ; ajouter ; consulter ; enregistrer ; définir ; découvrir
vaisseau.n 68 :: système ; plan ; bateau ; plongée ; groupe ; emplacement ; sous-marin ; navire ; environnement ; module
vaisseau.n 91 :: esprit ; navire ; chose ; âme ; organe ; opération ; construction ; enfant ; corps ; homme
vaisseau.n 104 :: monde ; gouvernement ; pays ; groupe ; théâtre ; cinéma ; domaine ; conseil ; film ; palais
vaisseau.n 122 :: commerce ; organisme ; petit ; moyen ; logement ; détail ; puits ; article ; point ; pieux
vaisseau.n 190 :: spatial ; module ; véhicule ; habitacle ; corps ; cosmo ; centre ; espace ; terre ; navire
vaisseau.n 193 :: artère ; cellule ; organe ; valve ; capteur ; muscle ; structure ; canal ; injection ; élément
vaisseau.n 238 :: article ; équipement ; joueur ; personnage ; ouvrage ; produit ; être ; moyen ; acteur ; compétiteur
vaisseau.n 256 :: dernier ; produit ; organe ; chemin ; équipement ; effet ; muscle ; médicament ; parcours ; but
vaisseau.n 270 :: navire ; bateau ; bâtiment ; objet ; conteneur ; cargo ; véhicule ; naufrage ; voilier ; engin
vaisseau.n 274 :: navire ; engin ; véhicule ; voyage ; système ; programme ; machine ; corps ; pouvoir ; groupe
vaseux.a 3 :: bon ; parfaitement ; suffisamment ; pratique ; extrêmement ; source ; vraiment ; faire ; savoureux ; gras
vaseux.a 4 :: entrer ; fin ; voire ; épais ; gris ; gros ; par ; mélanger ; grossier ; pouvoir
vaseux.a 40 :: sous-marin ; fonds ; rocheux ; meuble ; banc ; plat ; marin ; profond ; aquatique ; mou
vaseux.a 53 :: géologique ; rocheux ; calcaire ; meuble ; autonome ; déjà ; montagneux ; fort ; extrêmement ; vraiment
vaseux.a 62 :: aqueux ; moyennement ; légèrement ; bof ; cabernet ; passablement ; mal ; purement ; vaguement ; voire
vaseux.a 92 :: bon ; frais ; meilleur ; boisson ; grand ; long ; fin ; profond ; grave ; bouteille
vaseux.a 112 :: doux ; également ; gras ; nerveux ; légèrement ; aqueux ; in ; gorge ; couche ; mousseux
vaseux.a 124 :: aller ; bon ; petit ; saint ; Monsieur ; pierre ; oui ; voir ; jean ; faux
vaseux.a 216 :: douteux ; vague ; sale ; superficiel ; sembler ; creux ; grossier ; incertain ; abstrait ; gras
vaseux.a 288 :: participation ; nouveau ; gouvernement ; information ; personnalité ; international ; communication ; circonstance ; présidentielle ; publication
