affection.n 8 :: disposition ; maladie ; occasion ; dernier ; institution ; considération ; affectation ; époque ; extrémité ; opération
montée.n 75 :: monte ; descente ; suite ; balade ; face ; grâce ; journée ; ascension ; chute ; entrée
montée.n 138 :: gestion ; performance ; évolution ; hausse ; poussée ; progression ; croissance ; complexité ; monte ; puissance
montée.n 141 :: descente ; monte ; progression ; courbe ; poussée ; dégradation ; transformation ; hausse ; croissance ; croissant
montée.n 153 :: pente ; descente ; monte ; côte ; chute ; douleur ; route ; ascension ; grimper ; randonnée
montée.n 189 :: vie ; sécurité ; descente ; conduite ; progression ; randonnée ; lecture ; visite ; pratique ; croissance
montée.n 194 :: promotion ; présentation ; révélation ; vérité ; fin ; réalisation ; construction ; chose ; loi ; victoire
montée.n 250 :: suite ; descente ; veille ; chute ; côte ; montagne ; poussée ; route ; plupart ; baisse
montée.n 285 :: poussée ; ascension ; tendance ; croissance ; évolution ; progression ; développement ; accession ; conversion ; politique
obscur.a 22 :: confus ; mystérieux ; étrange ; profond ; absurde ; bizarre ; ridicule ; paradoxal ; relatif ; honteux
obscur.a 43 :: sombre ; cacher ; souterrain ; noir ; mystérieux ; secret ; enfouir ; nocturne ; recoin ; profond
obscur.a 61 :: sombre ; opposer ; côté ; américain ; adverse ; profond ; coté ; officiel ; indien ; ordre
obscur.a 74 :: sombre ; déserte ; incertain ; muet ; noir ; aveugle ; interdire ; close ; cacher ; silencieux
obscur.a 95 :: inconnu ; sombre ; honteux ; noir ; ignorer ; discret ; noble ; fort ; aimer ; petit
obscur.a 165 :: flou ; opaque ; juste ; passer ; limité ; étonnant ; faible ; secret ; important ; faire
obscur.a 247 :: hermétique ; sombre ; opaque ; incertain ; abstraire ; secret ; occulte ; incompréhensible ; étranger ; aride
obscur.a 255 :: secret ; mystérieux ; opaque ; sombre ; incertain ; énigme ; hermétique ; flou ; inconnu ; mystère
obscur.a 284 :: confus ; opaque ; incertain ; sombre ; limpide ; illisible ; intéressant ; inconnu ; mystérieux ; incompréhensible
obscur.a 295 :: sombre ; noir ; opaque ; transparent ; inconnu ; ténébreux ; nocturne ; profond ; mystérieux ; bleu
riche.a 31 :: haut ; enrichissant ; important ; formidable ; fort ; réel ; précieux ; magnifique ; vrai ; prolifique
riche.a 46 :: complexe ; charger ; enrichissant ; diversifier ; développer ; important ; enrichir ; intéressant ; marquer ; réussir
riche.a 49 :: enrichir ; dense ; complexe ; complet ; large ; charger ; détailler ; enrichissant ; fort ; lourd
riche.a 102 :: fortuné ; enrichi ; heureux ; privilégier ; pauvre ; aisé ; généreux ; grand ; milliardaire ; sportif
riche.a 118 :: pauvre ; développer ; industrialisé ; faible ; producteur ; avancé ; excédentaire ; donateur ; concerner ; créancier
riche.a 209 :: charger ; enrichir ; haut ; régulier ; complexe ; fournir ; complet ; généreux ; dense ; nourrir
riche.a 222 :: grand ; bel ; bon ; prospère ; important ; ancien ; nombreux ; fort ; puissant ; vrai
riche.a 293 :: enrichir ; complexe ; charger ; fort ; développer ; rée ; marquer ; teneur ; généreux ; intense
riche.a 294 :: enrichir ; fort ; charger ; enrichissant ; remplir ; fécond ; accompagner ; marquer ; révélateur ; porteur
riche.a 296 :: charger ; prolifique ; fournir ; fort ; haut ; dense ; intense ; marquer ; fertile ; lourd
taper.v 28 :: tape ; tas ; bouffe ; plein ; chier ; chie ; coup ; gros ; foutre ; tirer
taper.v 34 :: frappe ; touche ; travailler ; cherche ; appuyer ; clique ; trouver ; recherche ; dire ; repose
taper.v 76 :: donne ; paie ; passer ; réserve ; payer ; trouver ; donner ; faire ; tenir ; classe
taper.v 82 :: colle ; cogne ; battre ; trouver ; payer ; frappe ; prendre ; paie ; lancer ; balance
taper.v 83 :: savoir ; cherche ; connaître ; travailler ; dire ; continuer ; marque ; comprendre ; répondre ; répéter
taper.v 182 :: frappe ; donne ; place ; lit ; travailler ; composer ; cher ; écrire ; dicter ; imprimer
taper.v 221 :: frappe ; touche ; cogne ; attaque ; piqu ; casser ; taire ; cible ; baisse ; frapper
taper.v 237 :: composer ; utiliser ; choisir ; enregistrer ; place ; saisir ; obtenir ; passer ; trouver ; valide
taper.v 249 :: frappe ; danse ; colle ; donne ; appuyer ; pile ; touche ; tourne ; cher ; cogne
taper.v 259 :: saisir ; noter ; inscrire ; ajouter ; compléter ; utiliser ; entrer ; voir ; modifier ; indiquer
vaisseau.n 68 :: navire ; bateau ; plan ; conteneur ; système ; voyage ; station ; sujet ; sous-marin ; bâtiment
vaisseau.n 91 :: navire ; construction ; corps ; bâtiment ; transport ; organe ; objet ; rocher ; ouvrage ; ligne
vaisseau.n 104 :: navire ; monde ; futur ; système ; film ; gouvernement ; groupe ; lycée ; fleuve ; domaine
vaisseau.n 122 :: petit ; logement ; article ; moyen ; service ; organisme ; château ; corps ; ouvrage ; construction
vaisseau.n 190 :: véhicule ; navire ; module ; programme ; voyage ; corps ; système ; sac ; centre ; dispositif
vaisseau.n 193 :: artère ; cellule ; valve ; organe ; canal ; capteur ; connexion ; muscle ; anticorp ; élément
vaisseau.n 238 :: article ; équipement ; joueur ; produit ; navire ; ouvrage ; objet ; personnage ; projet ; moyen
vaisseau.n 256 :: dernier ; produit ; sanguin ; organe ; véhicule ; cellulaire ; participant ; capillaire ; constituant ; système
vaisseau.n 270 :: navire ; bateau ; véhicule ; conteneur ; bâtiment ; paquebot ; voilier ; engin ; pétrolier ; avion
vaisseau.n 274 :: navire ; véhicule ; bateau ; croiseur ; module ; corps ; groupe ; peuple ; engin ; bâtiment
vaseux.a 3 :: superficiel ; douteux ; bidon ; cul ; facile ; plat ; catastrophe ; vite ; grave ; pareil
vaseux.a 4 :: voire ; entrer ; plat ; aller ; purement ; confus ; bof ; sale ; gros ; douteux
vaseux.a 40 :: plat ; profond ; sous-marin ; meuble ; marin ; fonds ; rocheux ; étroit ; propre ; aqueux
vaseux.a 53 :: meuble ; fort ; géologique ; calcaire ; organique ; humide ; rocheux ; extrêmement ; déjà ; fertile
vaseux.a 62 :: léger ; joyeux ; légèrement ; obscur ; morose ; incertain ; aqueux ; sombre ; politique ; superficiel
vaseux.a 92 :: profond ; propre ; superficiel ; frais ; doux ; petit ; tranquille ; navigable ; mort ; lointainer
vaseux.a 112 :: bouché ; mal ; gras ; gros ; mauvais ; malade ; propre ; fatiguer ; vite ; partout
vaseux.a 124 :: bon ; aller ; excellent ; fort ; petit ; mauvais ; également ; prochain ; jeune ; pays
vaseux.a 216 :: superficiel ; plat ; creux ; douteux ; sembler ; vain ; bidon ; vague ; bas ; sale
vaseux.a 288 :: participation ; personnel ; consommation ; surprenant ; internet ; promotionnel ; communication ; automatique ; prochain ; personne
